title	json_data	author	summary	ingredients	instructions
	{"name": ""}	None	<p>FRENCH DIP SANDWICHES</p>	[{'amount': '1', 'unit': '4 lb', 'name': 'arm roast (trim fat)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'pkg. au jus sauce mix', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'water', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'pkg. Italian dressing mix', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'can beef broth or equivalent of beef bouillon/water', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Place ingredients into crock pot and cook on low to medium until done.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Serve sliced or shredded meat on toasted, sliced hard rolls. Serve with au jus on the side.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Very good with sauteed mushrooms and onions and cheese served on top.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>If you prepare this ahead of time and refrigerate, the fat can be skimmed off the top.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Can also be sliced and served as a main dish served with juice thickened as gravy.</p>', 'type': 'instruction', 'image_url': ''}]
Turkey Sandwiches	{"name": "Turkey Sandwiches"}	None		[{'amount': '1', 'unit': '12-15 lb', 'name': 'turkey (cooked', 'notes': 'cut up)', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'env. Lipton onion soup mix', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': '', 'name': 'cans cream of chicken soup', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'can cream of celery soup', 'notes': '', 'type': 'ingredient'}, {'amount': '1-2', 'unit': '', 'name': 'env. dry turkey gravy mix', 'notes': '', 'type': 'ingredient'}, {'amount': '1¼', 'unit': '', 'name': 'bags seasoned croutons', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix together all of the soups and gravy mix with the drippings from the turkey. Simmer.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add the cut up turkey and croutons. Mix altogether. Add water as needed.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Heat in oven or in crock pot for about 2 hours or so. Serve on buns.</p>', 'type': 'instruction', 'image_url': ''}]
Cheese Soup	{"name": "Cheese Soup"}	Monica Piersall		[{'amount': '1', 'unit': 'lb', 'name': 'ground beef', 'notes': '', 'type': 'ingredient'}, {'amount': '2-3', 'unit': 'cups', 'name': 'hash brown potatoes', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'cans cheddar cheese soup', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'soup can milk', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'onion', 'notes': 'chopped', 'type': 'ingredient'}]	[{'text': '<p>In a heavy saucepan, brown the beef and onions. Drain.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add the soup and milk. Simmer and add shredded hash browns. Simmer 15-20 minutes, stirring occasionally. Serves 6-8.</p>', 'type': 'instruction', 'image_url': ''}]
Cheese Soup	{"name": "Cheese Soup"}	Ann and Philip Brunkhorst		[{'amount': '2', 'unit': '', 'name': 'qts. water', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': '', 'name': 'chicken bouillon cubes', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'onions', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cups', 'name': 'potatoes (diced)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '20 oz', 'name': 'bag California Blend mixed vegetables', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'cans cream of chicken soup', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'lb', 'name': 'Velveeta cheese', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Dissolve bouillon cubes in the 2 qts. water. Add chopped onion and diced potatoes. Cook 15 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add mixed vegetables. Cook 5 minutes more.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add cheese, cook until cheese is melted. Can put in crock pot to keep hot.</p>', 'type': 'instruction', 'image_url': ''}]
Chili	{"name": "Chili"}	Katie and Mark Weigel		[{'amount': '2-3', 'unit': 'lb', 'name': 'ground beef (browned', 'notes': 'drained)', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'large onion', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '4', 'unit': '15 oz cans', 'name': 'chopped tomatoes', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': '15 oz cans', 'name': 'tomato soup', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': '15 oz cans', 'name': 'chili beans', 'notes': '', 'type': 'ingredient'}, {'amount': '3-4', 'unit': '', 'name': 'cans water', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Salt and pepper', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Chili powder', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Cayenne (optional)', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Paprika (optional)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Brown ground beef and onion; drain. Add remaining ingredients. Simmer in Dutch oven for several hours over low heat.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Serving suggestion: Baked potato split open, topped with chili and grated cheese. Makes a large batch.</p>', 'type': 'instruction', 'image_url': ''}]
White Bean Chicken Chili	{"name": "White Bean Chicken Chili"}	Karen Eichmann		[{'amount': '2', 'unit': '15 oz cans', 'name': 'Great Northern beans', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '4 oz cans', 'name': 'green chilies (drained) ½stick butter', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'large onions', 'notes': '', 'type': 'ingredient'}, {'amount': '⅓', 'unit': 'cup', 'name': 'all-purpose flour', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': 'cups', 'name': 'chicken broth', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'Half-and-Half', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': 'cups', 'name': 'chicken', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'chili powder', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'hot pepper sauce', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'ground cumin', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tsp', 'name': 'salt', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'white pepper', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cups', 'name': 'Monterey Jack cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Fresh cilantro', 'notes': 'chopped', 'type': 'ingredient'}]	[{'text': '<p>Melt butter in a heavy large pot over medium heat. Add onions and saute‚ until tender, about 15 minutes. Add flour and stir 5 minutes. Do not brown.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Gradually whisk in chicken broth and Half-and-Half. Simmer gently until thickened, about 10 minutes. Add white beans and roasted chilies, shredded chicken and next 5 ingredients.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Simmer gently to blend flavors, about 20 minutes. Add grated cheese and sour cream to chili. Stir until chili is heated through and cheese melts. Do Not Boil!</p>', 'type': 'instruction', 'image_url': ''}]
Cream Of Cabbage Soup	{"name": "Cream Of Cabbage Soup"}	Marlene Goetschel		[{'amount': '1', 'unit': '', 'name': 'medium head cabbage (cut up)', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': '', 'name': 'medium potatoes (cut up)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Salt and pepper', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': '', 'name': 'large spoon flour (browned)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Place cut-up cabbage and potatoes in a pot and add water, almost to the top of the vegetables. Boil until potatoes are tender and cabbage is soft.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Brown flour while potatoes and cabbage are boiling; add to vegetables. Mix well; simmer a few minutes, then add sour cream. Simmer a short while so ingredients can blend.</p>', 'type': 'instruction', 'image_url': ''}]
Clam Chowder	{"name": "Clam Chowder"}	Kathy Klotz	<p>BAKED POTATO SOUP</p><p>La Verne and Pat Schumacher and Family</p><p>Bring to a boil, stirring constantly. Reduce heat; simmer for 10 minutes. Add remaining ingredients; stir until cheese is melted. Serve immediately. Yield: 8-10 servings (2½qts.).</p>	[{'amount': '1', 'unit': '', 'name': '½ (cup) celery (sliced)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'carrots', 'notes': 'grated', 'type': 'ingredient'}, {'amount': '4', 'unit': 'cups', 'name': 'potatoes (diced)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'onion', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '4', 'unit': 'tbsp', 'name': 'butter', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Pinch of garlic powder', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Salt and pepper', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'cans minced clams with juice', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'cans cream of chicken soup', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'can evaporated milk', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'Velveeta cheese', 'notes': 'grated', 'type': 'ingredient'}, {'amount': '⅔', 'unit': '', 'name': 'C butter or margarine', 'notes': '', 'type': 'ingredient'}, {'amount': '⅔', 'unit': 'cup', 'name': 'all-purpose flour', 'notes': '', 'type': 'ingredient'}, {'amount': '7', 'unit': 'cups', 'name': 'milk', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': '', 'name': 'large baking potatoes (baked', 'notes': 'cooled, peeled, cubed, about 4 (cups))', 'type': 'ingredient'}, {'amount': '4', 'unit': '', 'name': 'green onions (sliced)', 'notes': '', 'type': 'ingredient'}, {'amount': '12', 'unit': '', 'name': 'bacon strips (cooked', 'notes': 'crumbled)', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': '¼ (cups) cheddar cheese', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz', 'name': 'carton sour cream ¾(tsp) salt', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'pepper', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Combine the first 7 ingredients in a large heavy pan. Add just enough water to cover vegetables; cook until tender.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add the next 4 ingredients and cook on medium-low. May add more milk if too thick. Never let boil!</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>We make the clam chowder at our church soup dinner during Lent and it goes over very well.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>In a large soup kettle or Dutch oven, melt the butter. Stir in flour; heat and stir until smooth. Gradually add milk, stirring constantly until thickened. Add potatoes and onions.</p>', 'type': 'instruction', 'image_url': ''}]
Hash Brown Potato Soup	{"name": "Hash Brown Potato Soup"}	Ann and Philip Brunkhorst		[{'amount': '1', 'unit': '16 oz package', 'name': 'frozen shredded or diced hash brown potatoes', 'notes': '', 'type': 'ingredient'}, {'amount': '½-1', 'unit': 'cup', 'name': 'onion', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '1', 'unit': '14 oz can', 'name': 'chicken broth', 'notes': 'or equivalent made from chicken bouillon', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'water', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '10 oz can', 'name': 'cream of celery soup', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '10 oz can', 'name': 'cream of chicken soup', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'milk', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Cheddar cheese', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Ham (diced)', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Bacon (cooked', 'notes': 'for garnish)', 'type': 'ingredient'}]	[{'text': '<p>Combine potatoes, onion, chicken broth and water in a heavy pan; bring to a boil. Cover, reduce heat and simmer 30 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Stir in soups and milk which have been whisked together until very smooth. Add chopped ham and cheese. Heat thoroughly. Season as desired. Garnish if desired. Yields: 2½ qts.</p>', 'type': 'instruction', 'image_url': ''}]
Tomato Soup	{"name": "Tomato Soup"}	Vivian Shane		[{'amount': '1', 'unit': '16 oz can', 'name': 'tomatoes', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'water', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'tbsp', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'basil', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'tsp', 'name': 'oregano', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Salt (to taste)', 'notes': '', 'type': 'ingredient'}, {'amount': '⅛', 'unit': 'tsp', 'name': 'Pepper', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'regular rice', 'notes': '', 'type': 'ingredient'}, {'amount': '½onion', 'unit': 'chopped fin', 'name': '(chopped fine', 'notes': 'optional)', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'garlic bud', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix all together. Simmer. Serve.</p>', 'type': 'instruction', 'image_url': ''}]
Tortellini Soup	{"name": "Tortellini Soup"}	Marlene Goetschel		[{'amount': '2', 'unit': '', 'name': 'garlic cloves (crushed)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'margarine', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': '13 oz cans', 'name': 'chicken broth', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '10 oz package', 'name': 'frozen spinach', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Parmesan cheese', 'notes': 'grated', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz package', 'name': 'fresh or frozen cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Tortellini', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '16 oz can', 'name': 'tomatoes (undrained', 'notes': 'coarsely chopped)', 'type': 'ingredient'}]	[{'text': '<p>In a large saucepan, over medium heat, cook garlic in margarine for 2-3 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add broth and tortellini; heat to a boil. Reduce heat, simmer 10 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add spinach and tomatoes; simmer 5 minutes more. Serve topped with cheese.</p>', 'type': 'instruction', 'image_url': ''}]
Chicken Tortilla Soup	{"name": "Chicken Tortilla Soup"}	Pam (Brunkhorst) French		[{'amount': '2', 'unit': 'tbsp', 'name': 'olive oil', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': '½ (cups) onion', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'fresh garlic', 'notes': 'minced', 'type': 'ingredient'}, {'amount': '3', 'unit': '6-inch', 'name': 'corn tortillas', 'notes': 'cut into 1-inch pieces', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'heavy cream', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '10 ½ oz can', 'name': 'Ro-Tel tomatoes', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': 'cups', 'name': 'chicken broth', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'cumin', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'coriander', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'dried oregano', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'cayenne', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'chicken', 'notes': 'cooked and cubed', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': '½ (cups) frozen corn', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'heavy cream', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'Monterey Jack cheese', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'fresh lime juice', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Salt and pepper', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Heat oil in saucepan over medium-high heat; add onions and garlic, saut‚         3 minutes. Stir in tortilla pieces and saut‚ 2 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add tomatoes, broth and spices; bring to a boil. Remove from heat; let cool 10 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Puree soup base in batches in a blender or food processor until smooth. Return soup to pot. Add chicken, corn and cream. Bring to a boil and simmer 5 minutes or until it begins to thicken.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Reduce heat to medium, sprinkle in cheese and stir until melted. Add lime juice and season with salt and pepper. Serve with salsa and sour cream, if desired. Makes 8 cups.</p>', 'type': 'instruction', 'image_url': ''}]
Wild Rice Soup	{"name": "Wild Rice Soup"}	Marlene Goetschel	<p>BAKED BEANS</p><p>Ann and Phil Brunkhorst</p>	[{'amount': '½', 'unit': 'lb', 'name': 'bacon', 'notes': 'fried, crumbled', 'type': 'ingredient'}, {'amount': '½', 'unit': 'lb', 'name': 'butter', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'can mushroom pieces', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'celery', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'onion', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'flour', 'notes': '', 'type': 'ingredient'}, {'amount': '9', 'unit': '', 'name': 'chicken bouillon cubes', 'notes': '', 'type': 'ingredient'}, {'amount': '8', 'unit': 'cups', 'name': 'water (hot)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'box wild rice mix', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'pt. whipping cream or Half-and-Half', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '16-18 oz can', 'name': 'pork and beans', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'brown sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': '¼ (tsp) dry mustard', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'catsup', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Bacon', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Onion', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Saute‚ mushrooms, celery and onion in butter; add flour (mixture will be pasty).</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Dissolve bouillon cubes in water; add to vegetables. Add uncooked rice with seasoning mix; cook about 45 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add whipping cream just before serving.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Note: Can be put in slow cooker overnight and be done in the morning.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Mix together. Put bacon and onion on top. Bake in a greased, covered, casserole at 350° for 20 minutes. Uncover and continue to bake at 400° for 20 minutes. Serves 4.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>I use this recipe for receptions. Multiply x 38 to serve 150 people. Use electric roaster. Can mix together the day before and refrigerate for more robust flavor.</p>', 'type': 'instruction', 'image_url': ''}]
